Item Name,Unit,Price,Quantity,Amount,Created
Bottle Gourd,kg,10,20,200,4-24-2023
Pomegranate,kg,130.73,21.8,2849.914,4-24-2023
Coriander,kg,16,5,80,4-24-2023
Strawberry Fresh,box,31.25,16,500,4-24-2023
Carrot Delhi,kg,16,5,80,4-24-2023
Bhindi,kg,38,10,380,4-24-2023
Asparagus,kg,800,1,800,4-24-2023
Tinda,kg,50,5,250,4-24-2023
Capsicum Red,kg,190,3,570,4-24-2023
Tomato Local,kg,21.88,48,1050.24,4-24-2023
Apple Chinese Fuji,kg,280,20,5600,4-24-2023
Pumpkin,kg,8,5,40,4-24-2023
Palak,kg,20,5,100,4-24-2023
Capsicum Yellow,kg,190,3,570,4-24-2023
Orange-Local,kg,101.63,24.6,2500.098,4-24-2023
Lemon,kg,120,15,1800,4-24-2023
Tendor Coconut,pc,47.5,60,2850,4-24-2023
Mini Orange,kg,147.96,9.8,1450.008,4-24-2023
Mango Safeda,kg,82.35,51,4199.85,4-24-2023
Mango Totapuri,kg,65,10,650,4-24-2023
Round Gourd,kg,12.5,20,250,4-24-2023
Kakdi,kg,40,5,200,4-24-2023
Bobby Melon,kg,40,12.5,500,4-24-2023
Pineapple Rani,pc,100,20,2000,4-24-2023
Pineapple Raja,pc,83.33,12,999.96,4-24-2023
Imported Plum Red,kg,293.1,5.8,1699.98,4-24-2023
Americian Corn Bhutta,kg,16,10,160,4-24-2023
Achari Green Chilly,kg,70,5,350,4-24-2023
THAI GUAVA PINK,kg,135,10,1350,4-24-2023
Happy Banana,kg,55,15,825,4-24-2023
Dairy Naturals Cow Milk,pkt,31.5,5,157.5,4-24-2023
Doozy Dahi,jar,43,3,129,4-24-2023
Doozy Desi Cow Milk,pkt,42.5,5,212.5,4-24-2023
Doozy Farms Paneer,pkt,75,6,450,4-24-2023
Happy Banana,kg,55,15,825,4-24-2023
Dairy Naturals Cow Milk,pkt,33.5,6,201,4-24-2023
Doozy Dahi,jar,43,4,172,4-24-2023
Doozy Farms Paneer,pkt,75,6,450,4-24-2023
Broccoli,kg,60,5,300,4-24-2023
Avocado,pc,107.62,42,4520.04,4-24-2023
Papaya,kg,40,10,400,4-24-2023
Mango Kesar,kg,101.85,5.4,549.99,4-24-2023
Potato,kg,8,50,400,4-24-2023
Mint,pkt,40,4,160,4-24-2023
Mushroom,box,30,45,1350,4-24-2023
Spring Onion,kg,40,3,120,4-24-2023
Capsicum Green,kg,10,5,50,4-24-2023
Onion,kg,16,50,800,4-24-2023
Blueberry,box,154.17,12,1850.04,4-24-2023
Beet Root,kg,17.5,20,350,4-24-2023
Onion White,kg,110,10,1100,4-24-2023
Coriander,kg,25,8,200,4-24-2023
Palak,kg,19.05,21,400.05,4-24-2023
Garlic,kg,100,5,500,4-24-2023
Lemon,kg,130,15,1950,4-24-2023
Tendor Coconut,pc,47.5,40,1900,4-24-2023
Tomato Himsona,kg,24,25,600,4-24-2023
Blueberry Jumbo,box,208.33,12,2499.96,4-24-2023
Pineapple Rani,pc,95,10,950,4-24-2023
AMERICAN CORN FROZEN,pkt,67.5,20,1350,4-24-2023
Bee Cause Honey 1Kg,jar,380,12,4788,4-25-2023
Bee Cause Multi Raw Gold Honey 330Gm,jar,164,18,3099.6,4-25-2023
Amla Ladoo,jar,174,20,3480,4-25-2023
Fruit And Nut Granola,jar,234,12,2808,4-25-2023
Nutty Dates,jar,174,24,4176,4-25-2023
Sattu Ladoo,box,156,25,3900,4-25-2023
Chilli Green,kg,18,15,270,4-25-2023
Zuchchini Yellow,kg,30,5,150,4-25-2023
Brinjal Black Long,kg,15,10,150,4-25-2023
Capsicum Green,kg,8,20,160,4-25-2023
Muskmelon,kg,43.75,16,700,4-25-2023
Brinjal Green Long,kg,16.67,6,100.02,4-25-2023
Zucchini Green,kg,10,15,150,4-25-2023
Bitter Gourd,kg,40,10,400,4-25-2023
Bobby Melon,kg,26,100,2600,4-25-2023
Brinjal White,kg,30,2,60,4-25-2023
Special cucumber kv 0111,kg,32.14,14,449.96,4-25-2023
Wheat Grass Box,box,80,8,640,4-26-2023
Microgreen Box,box,90,5,450,4-26-2023
Edible Flower Box,box,150,2,300,4-26-2023
BABY SPINACH BOX BIG,box,80,8,640,4-26-2023
Carrot,kg,30,20,600,4-26-2023
Amla,kg,100,5,500,4-26-2023
Green Peas,kg,80,5,400,4-26-2023
Broccoli,kg,62.5,8,500,4-26-2023
Ridge Gourd,kg,50,5,250,4-26-2023
Avocado,pc,129.05,42,5420.1,4-26-2023
Papaya,kg,40,25,1000,4-26-2023
Apple Royal Gala,kg,210,20,4200,4-26-2023
Beans French,kg,40,10,400,4-26-2023
Potato,kg,8.57,70,599.9,4-26-2023
Red Globe,kg,308,12.5,3850,4-26-2023
Sweet Potato,kg,75,8,600,4-26-2023
Mango Sinduri,kg,230.77,6.5,1500.005,4-26-2023
Cauliflower,kg,20,30,600,4-26-2023
Mint,pkt,40,2,80,4-26-2023
Mushroom,box,25,20,500,4-26-2023
Indian Peaches,box,100,6,600,4-26-2023
Thomson Grapes,kg,84.21,9.5,799.995,4-26-2023
Onion,kg,16,100,1600,4-26-2023
Radish White,kg,35,10,350,4-26-2023
Water Melon Red,kg,15,92,1380,4-26-2023
Bottle Gourd,kg,7.2,25,180,4-26-2023
Pomegranate,kg,138.21,12.3,1699.983,4-26-2023
Kiwi Imported Zespri Green,box,183.33,6,1099.98,4-26-2023
Coriander,kg,20,3,60,4-26-2023
Strawberry Fresh,box,31.25,32,1000,4-26-2023
Bhindi,kg,40,5,200,4-26-2023
Tinda,kg,75,6,450,4-26-2023
Tomato Local,kg,20,25,500,4-26-2023
Apple Chinese Fuji,kg,280,20,5600,4-26-2023
Pumpkin,kg,6.67,15,100.05,4-26-2023
Ginger,kg,120,10,1200,4-26-2023
Mosambi,kg,61.54,19.5,1200.03,4-26-2023
Apple Red Delicious,kg,175,10,1750,4-26-2023
Palak,kg,20,10,200,4-26-2023
Orange-Local,kg,98.81,25.3,2499.893,4-26-2023
Lemon,kg,121.88,16,1950.08,4-26-2023
Tendor Coconut,pc,45,60,2700,4-26-2023
Mini Orange,kg,175,10,1750,4-26-2023
Mango Safeda,kg,60,20,1200,4-26-2023
Imported Babugosha,kg,175.37,13.4,2349.958,4-26-2023
Watermelon Jannat,kg,16,60,960,4-26-2023
Thai Guava,kg,90,20,1800,4-26-2023
Round Gourd,kg,7.6,25,190,4-26-2023
Kakdi,kg,38,10,380,4-26-2023
Zespri Kiwi Gold 3Pcs,box,250,6,1500,4-26-2023
Blueberry Jumbo,box,208.33,12,2499.96,4-26-2023
Pineapple Rani,pc,95,20,1900,4-26-2023
Pineapple Raja,pc,70.83,12,849.96,4-26-2023
Imported Plum Red,kg,260,10,2600,4-26-2023
Kiwi Local,pc,25,30,750,4-26-2023
Kimia Gold Dates,box,133.33,12,1599.96,4-26-2023
Black Grapes,kg,153.33,15,2299.95,4-26-2023
Barari Tunisian Dates(500Gm),box,183.33,12,2199.96,4-26-2023
Newzeeland Rose Apple,kg,210.81,18.5,3899.985,4-26-2023
THAI GUAVA PINK,kg,150,10,1500,4-26-2023
KAJRI MELON,kg,35.56,45,1600.2,4-26-2023
MINI POMEGRANTE,kg,80,10,800,4-26-2023
Broccoli,kg,55,10,550,4-26-2023
Ridge Gourd,kg,50,10,500,4-26-2023
Avocado,pc,119.64,28,3349.92,4-26-2023
Papaya,kg,42,20,840,4-26-2023
Apple Royal Gala,kg,190,10,1900,4-26-2023
Mango Kesar,kg,103.88,10.3,1069.964,4-26-2023
Beans French,kg,40,10,400,4-26-2023
Brinjal Black Big,kg,19,10,190,4-26-2023
Brinjal Black Round,kg,24,5,120,4-26-2023
Mango Sinduri,kg,208.96,6.7,1400.032,4-26-2023
Mint,pkt,40,2,80,4-26-2023
Mushroom,box,28,25,700,4-26-2023
Spring Onion,kg,30,2,60,4-26-2023
Shelled Sweetcorn,packet,16,10,160,4-26-2023
Parwal,kg,60,5,300,4-26-2023
Apple Granny Smith,kg,225,10,2250,4-26-2023
Beet Root,kg,20,15,300,4-26-2023
Sprouts Greengram,box,16,5,80,4-26-2023
Water Melon Red,kg,15.16,31,469.96,4-26-2023
Drumstick,kg,100,2,200,4-26-2023
Bottle Gourd,kg,16,5,80,4-26-2023
Pomegranate,kg,145.47,12.03,1750.0041,4-26-2023
Kiwi Imported Zespri Green,box,160,10,1600,4-26-2023
Coriander,kg,20,3,60,4-26-2023
Strawberry Fresh,box,31.25,16,500,4-26-2023
Carrot Delhi,kg,20,15,300,4-26-2023
Asparagus,kg,875,2,1750,4-26-2023
Tinda,kg,80,5,400,4-26-2023
Tomato Red Cherry,box,12,10,120,4-26-2023
Capsicum Red,kg,186.67,8,1493.36,4-26-2023
Brinjal Green Long,kg,24,5,120,4-26-2023
Tomato Local,kg,18.63,51,950.13,4-26-2023
Orange Valencia,kg,107.84,15.3,1649.952,4-26-2023
Apple Chinese Fuji,kg,280,10,2800,4-26-2023
Pumpkin,kg,8,10,80,4-26-2023
Mosambi,kg,64.1,19.5,1249.95,4-26-2023
Apple Red Delicious,kg,195,10,1950,4-26-2023
Palak,kg,20,6,120,4-26-2023
Capsicum Yellow,kg,186.67,7,1306.69,4-26-2023
Garlic,kg,100,5,500,4-26-2023
Bitter Gourd,kg,41.67,6,250.02,4-26-2023
Lemon,kg,125,10,1250,4-26-2023
Tendor Coconut,pc,45,40,1800,4-26-2023
Mini Orange,kg,159.22,10.3,1639.966,4-26-2023
Mango Safeda,kg,61.54,32.5,2000.05,4-26-2023
Mango Alphanso 1Pc,pc,83.33,12,999.96,4-26-2023
Sun Melon,kg,46.58,7.3,340.034,4-26-2023
Tomato Himsona,kg,20,25,500,4-26-2023
Tenchi Pear,kg,246.27,13.4,3300.018,4-26-2023
Watermelon Jannat,kg,14.5,40,580,4-26-2023
Thai Guava,kg,85,10,850,4-26-2023
Dates Kalami 500gm,box,766.67,12,9200.04,4-26-2023
Apple Washington,kg,295,20,5900,4-26-2023
Mango Totapuri,kg,54.79,14.6,799.934,4-26-2023
Round Gourd,kg,18,5,90,4-26-2023
Kachi Haldi,kg,80,2,160,4-26-2023
Kakdi,kg,40,5,200,4-26-2023
Blueberry Jumbo,box,195.83,12,2349.96,4-26-2023
Pineapple Rani,pc,95,10,950,4-26-2023
Pineapple Raja,pc,79.17,12,950.04,4-26-2023
Achari Green Chilly,kg,60,5,300,4-26-2023
South Pear,kg,257.58,13.2,3400.056,4-26-2023
Kiwi Local,pc,25,60,1500,4-26-2023
Mango Perri,kg,169.23,6.5,1099.995,4-26-2023
Black Grapes,kg,160,7.5,1200,4-26-2023
Newzeeland Rose Apple,kg,208.56,18.7,3900.072,4-26-2023
THAI GUAVA PINK,kg,145,10,1450,4-26-2023
MANGO RAW,kg,60,5,300,4-26-2023
KAJRI MELON,kg,34,25,850,4-26-2023
MINI POMEGRANTE,kg,84.91,10.6,900.046,4-26-2023
Spring Onion,kg,40,4,0,4-26-2023
Ridge Gourd,kg,50,10,0,4-26-2023
Pineapple Rani,pc,80,20,0,4-26-2023
Peaches,kg,90,10,0,4-26-2023
Kakdi,kg,30,10,0,4-26-2023
Carrot,kg,35,20,0,4-26-2023
Brinjal Black Long,kg,30,15,0,4-26-2023
Bottle Gourd,kg,22,20,0,4-26-2023
Bitter Gourd,kg,40,10,0,4-26-2023
Bhindi,kg,38,15,0,4-26-2023
Beet Root,kg,26,15,0,4-26-2023
Tomato Himsona,kg,30,50,0,4-26-2023
Water Melon Red,kg,15,50,0,4-26-2023
Carrot,kg,30,30,900,4-27-2023
Amla,kg,100,5,500,4-27-2023
Green Peas,kg,62.5,20,1250,4-27-2023
Ridge Gourd,kg,60,5,300,4-27-2023
Avocado,pc,114.29,28,3200.12,4-27-2023
Papaya,kg,42.5,20,850,4-27-2023
Mango Kesar,kg,128.57,35,4499.95,4-27-2023
Parsley,box,20,5,100,4-27-2023
Beans French,kg,40,10,400,4-27-2023
Brinjal Black Big,kg,17.78,45,800.1,4-27-2023
Brinjal Black Round,kg,16,5,80,4-27-2023
Potato,kg,8.85,130,1150.5,4-27-2023
Brinjal Black Long,kg,16,5,80,4-27-2023
Sweet Potato,kg,80,5,400,4-27-2023
Rambuthan Big Box,kg,745.45,5.5,4099.975,4-27-2023
Cauliflower,kg,20,20,400,4-27-2023
Mint,pkt,40,2,80,4-27-2023
Mushroom,box,28,50,1400,4-27-2023
Passion Fruit,kg,518.87,5.3,2750.011,4-27-2023
Thomson Grapes,kg,89.47,9.5,849.965,4-27-2023
Spring Onion,kg,40,2,80,4-27-2023
Onion,kg,15,120,1800,4-27-2023
Shelled Sweetcorn,packet,16,5,80,4-27-2023
Blueberry,box,150,24,3600,4-27-2023
Apple Pink Lady,kg,205,10,2050,4-27-2023
Cucumber Local,kg,22,10,220,4-27-2023
Sprouts Greengram,box,16,10,160,4-27-2023
Babycorn,packet,26,10,260,4-27-2023
Pomegranate,kg,137.5,12,1650,4-27-2023
Kiwi Imported Zespri Green,box,166.67,6,1000.02,4-27-2023
Sweet Tamarind,box,75,10,750,4-27-2023
Coriander,kg,20,3,60,4-27-2023
Carrot Delhi,kg,14.29,7,100.03,4-27-2023
Bhindi,kg,40,10,400,4-27-2023
Asparagus,kg,900,3,2700,4-27-2023
Tinda,kg,70,5,350,4-27-2023
Tomato Red Cherry,box,10,10,100,4-27-2023
Capsicum Red,kg,194.59,18,3502.62,4-27-2023
Tomato Local,kg,20,25,500,4-27-2023
Pumpkin,kg,8,10,80,4-27-2023
Zucchini Green,kg,30,5,150,4-27-2023
Ginger,kg,140,10,1400,4-27-2023
Cabbage Red,kg,30,6,180,4-27-2023
Capsicum Yellow,kg,194.59,19,3697.21,4-27-2023
Orange-Local,kg,101.63,24.6,2500.098,4-27-2023
Bitter Gourd,kg,40,5,200,4-27-2023
Lemon,kg,120,10,1200,4-27-2023
Tendor Coconut,pc,46.67,60,2800.2,4-27-2023
Mini Orange,kg,155,10,1550,4-27-2023
Mango Safeda,kg,65.63,32,2100.16,4-27-2023
Watermelon Jannat,kg,16,30,480,4-27-2023
Mango Totapuri,kg,50,13,650,4-27-2023
Round Gourd,kg,16.67,15,250.05,4-27-2023
Kakdi,kg,40,10,400,4-27-2023
Zespri Kiwi Gold 3Pcs,box,283.33,6,1699.98,4-27-2023
Blueberry Jumbo,box,204.17,12,2450.04,4-27-2023
Kundru,kg,50,5,250,4-27-2023
Newzeeland Queen Apple,kg,216.67,18,3900.06,4-27-2023
Newzeeland Rose Apple,kg,211.11,18,3799.98,4-27-2023
THAI GUAVA PINK,kg,140,10,1400,4-27-2023
KAJRI MELON,kg,35.71,35,1249.85,4-27-2023
MINI POMEGRANTE,kg,80,10,800,4-27-2023
Basil,box,24,12.5,300,4-27-2023
Celery,kg,60,4,240,4-27-2023
Iceberg,kg,50,15,750,4-27-2023
Kale,box,20,20,400,4-27-2023
Lemongrass,kg,120,1,120,4-27-2023
Lettuce,kg,50,1,50,4-27-2023
Rocket Leaf,box,20,4,80,4-27-2023
Romaine Lettuce,kg,200,1,200,4-27-2023
Tomato Red Cherry,box,10,10,100,4-27-2023
,,,,0,4-27-2023
Bitter Gourd,kg,40,20,0,4-27-2023
Bobby Melon,kg,25,100,0,4-27-2023
Capsicum Green,kg,8,40,0,4-27-2023
Chilli Green,kg,20,15,0,4-27-2023
Special cucumber kv 0111,kg,20,40,0,4-27-2023
Tomato Local,kg,16,125,0,4-27-2023
Water Melon Red,kg,11,200,0,4-27-2023
Zuchchini Yellow,kg,30,20,0,4-27-2023
Bitter Gourd,kg,40,20,0,4-27-2023
Bobby Melon,kg,25,100,0,4-27-2023
Capsicum Green,kg,8,40,0,4-27-2023
Chilli Green,kg,20,15,0,4-27-2023
Special cucumber kv 0111,kg,20,40,0,4-27-2023
Tomato Local,kg,16,125,0,4-27-2023
Zuchchini Yellow,kg,30,20,0,4-27-2023
Beet Root,kg,26,14,364,4-28-2023
Bhindi,kg,38,14,532,4-28-2023
Bitter Gourd,kg,40,9,360,4-28-2023
Bottle Gourd,kg,22,20,440,4-28-2023
Brinjal Black Long,kg,30,4.5,135,4-28-2023
Kakdi,kg,30,11,330,4-28-2023
Ridge Gourd,kg,50,10,500,4-28-2023
Spring Onion,kg,40,4,160,4-28-2023
Tomato Local,kg,30,30,900,4-28-2023
Water Melon Red,kg,15,50,750,4-28-2023
Peaches,kg,50,93,4650,4-28-2023
Cucumber White,kg,20,56.9,1138,4-29-2023
Peaches,kg,50,72,3600,4-29-2023
Sapota,kg,61.11,9,549.99,4-29-2023
Carrot,kg,33.33,15,499.95,4-29-2023
Amla,kg,100,3,300,4-29-2023
Green Peas,kg,80,10,800,4-29-2023
Broccoli,kg,53.33,15,799.95,4-29-2023
Ridge Gourd,kg,48,5,240,4-29-2023
Avocado,pc,135,24,3240,4-29-2023
Papaya,kg,40,20,800,4-29-2023
Apple Royal Gala,kg,211.11,18,3799.98,4-29-2023
Mango Kesar,kg,100,10,1000,4-29-2023
Beans French,kg,40,5,200,4-29-2023
Brinjal Black Big,kg,15,20,300,4-29-2023
Brinjal Black Round,kg,15,10,150,4-29-2023
Potato,kg,8.67,150,1300.5,4-29-2023
Thai Longan,packet,541.67,6,3250.02,4-29-2023
Brinjal Black Long,kg,15,10,150,4-29-2023
Sweet Potato,kg,80,5,400,4-29-2023
Mango Sinduri,kg,155.56,18,2800.08,4-29-2023
Cauliflower,kg,20,20,400,4-29-2023
Mint,pkt,40,2,80,4-29-2023
Dragon Fruit,pc,90,20,1800,4-29-2023
Mushroom,box,27,50,1350,4-29-2023
Thomson Grapes,kg,89.47,9.5,849.965,4-29-2023
Onion,kg,16,100,1600,4-29-2023
Peeled Garlic,kg,70,1,70,4-29-2023
Parwal,kg,50,5,250,4-29-2023
Sprouts Chana,box,15,10,150,4-29-2023
Apple Granny Smith,kg,224.87,18.9,4250.043,4-29-2023
Babycorn,packet,26,5,130,4-29-2023
Bottle Gourd,kg,15,10,150,4-29-2023
Pomegranate,kg,130.61,24.5,3199.945,4-29-2023
Coriander,kg,25,4,100,4-29-2023
Strawberry Fresh,box,31.25,16,500,4-29-2023
Carrot Delhi,kg,20,10,200,4-29-2023
Bhindi,kg,40,10,400,4-29-2023
Tinda,kg,70,10,700,4-29-2023
Capsicum Red,kg,194,13,2522,4-29-2023
Jamun,kg,200,16,3200,4-29-2023
Litchi,kg,190,20,3800,4-29-2023
Mosambi,kg,63.78,19.6,1250.088,4-29-2023
Palak,kg,20,10,200,4-29-2023
Capsicum Yellow,kg,194,12,2328,4-29-2023
Orange-Local,kg,101.63,24.6,2500.098,4-29-2023
Lemon,kg,100,12,1200,4-29-2023
Tendor Coconut,pc,45,60,2700,4-29-2023
Watermelon Jannat,kg,14,30,420,4-29-2023
Thai Guava,kg,95,20,1900,4-29-2023
Kakdi,kg,40,10,400,4-29-2023
Blueberry Jumbo,box,195.83,12,2349.96,4-29-2023
Achari Green Chilly,kg,50,5,250,4-29-2023
Mango Perri,kg,169.23,6.5,1099.995,4-29-2023
Newzeeland Queen Apple,kg,228.26,18.4,4199.984,4-29-2023
Black Grapes,kg,162.16,7.4,1199.984,4-29-2023
THAI GUAVA PINK,kg,140,10,1400,4-29-2023
KAJRI MELON,kg,36.67,30,1100.1,4-29-2023
Peaches,kg,50,85,4250,4-29-2023
Cucumber White,kg,20,145,2900,4-29-2023
Carrot,kg,30,15,450,4-30-2023
Broccoli,kg,60,15,900,4-30-2023
Potato Baby,kg,28.57,7,199.99,4-30-2023
Avocado,pc,137.32,28,3844.96,4-30-2023
Papaya,kg,40,30,1200,4-30-2023
Apple Royal Gala,kg,205,10,2050,4-30-2023
Mango Kesar,kg,100,5,500,4-30-2023
Beans French,kg,46.67,15,700.05,4-30-2023
Brinjal Black Big,kg,16,10,160,4-30-2023
Potato,kg,8.64,110,950.4,4-30-2023
Red Globe,kg,296.88,12.8,3800.064,4-30-2023
Cauliflower,kg,20,15,300,4-30-2023
Mint,pkt,40,3,120,4-30-2023
Dragon Fruit,pc,90,20,1800,4-30-2023
Lettuce,kg,60,3,180,4-30-2023
Mushroom,box,30,30,900,4-30-2023
Mangosteen,kg,880,15,13200,4-30-2023
Spring Onion,kg,26.67,3,80.01,4-30-2023
Onion,kg,16,100,1600,4-30-2023
Blueberry,box,150,12,1800,4-30-2023
Cucumber Local,kg,24,10,240,4-30-2023
Celery,kg,60,3,180,4-30-2023
Beet Root,kg,20,15,300,4-30-2023
Thai Ginger,kg,500,0.5,250,4-30-2023
Onion White,kg,96.15,10.4,999.96,4-30-2023
Babycorn,packet,26,10,260,4-30-2023
Pomegranate,kg,133.33,12.6,1679.958,4-30-2023
Coriander,kg,20,4,80,4-30-2023
Strawberry Fresh,box,31.25,24,750,4-30-2023
Asparagus,kg,800,4,3200,4-30-2023
Capsicum Red,kg,204.55,11,2250.05,4-30-2023
Brinjal Green Long,kg,20,5,100,4-30-2023
Tomato Local,kg,16,25,400,4-30-2023
Pumpkin,kg,8,15,120,4-30-2023
Ginger,kg,120,5,600,4-30-2023
Mosambi,kg,61.54,19.5,1200.03,4-30-2023
Apple Red Delicious,kg,195,10,1950,4-30-2023
Palak,kg,20,10,200,4-30-2023
Capsicum Yellow,kg,204.55,11,2250.05,4-30-2023
Garlic,kg,110,5,550,4-30-2023
Lemon,kg,90,12,1080,4-30-2023
Tendor Coconut,pc,45,60,2700,4-30-2023
Mini Orange,kg,169.81,10.6,1799.986,4-30-2023
Mango Safeda,kg,62.5,40,2500,4-30-2023
Mango Alphanso 1Pc,pc,91.67,6,550.02,4-30-2023
Sun Melon,kg,58.33,12,699.96,4-30-2023
Thai Guava,kg,95,10,950,4-30-2023
Kakdi,kg,50,10,500,4-30-2023
Pineapple Rani,pc,95,20,1900,4-30-2023
Imported Plum Red,kg,287.5,8,2300,4-30-2023
Baby Onion,kg,27.45,10.2,279.99,4-30-2023
Kiwi Local,pc,25,30,750,4-30-2023
Mango Perri,kg,161.76,6.8,1099.968,4-30-2023
Black Grapes,kg,150,8,1200,4-30-2023
Chappan Kaddu,kg,45,10,450,4-30-2023
LEMON GREEN,kg,90,1,90,4-30-2023
KAJRI MELON,kg,35,20,700,4-30-2023
Dairy Naturals Cow Milk,pkt,33.5,6,201,5-1-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,5-1-2023
Doozy Farms Paneer,pkt,75,6,450,5-1-2023
Happy Banana,kg,48,15,720,5-1-2023
Dairy Naturals Cow Milk,pkt,33.5,4,134,5-1-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,5-1-2023
Doozy Farms Paneer,pkt,75,6,450,5-1-2023
Happy Banana,kg,48,15,720,5-1-2023
Nestle Jeera Raita,box,69.09,8,580.356,5-1-2023
Carrot,kg,30,10,300,5-1-2023
Green Peas,kg,60,15,900,5-1-2023
Ridge Gourd,kg,60,5,300,5-1-2023
Papaya,kg,40,10,400,5-1-2023
Beans French,kg,50,5,250,5-1-2023
Brinjal Black Big,kg,17.5,60,1050,5-1-2023
Brinjal Black Round,kg,18,10,180,5-1-2023
Mango Sinduri,kg,161.29,6.2,999.998,5-1-2023
Cauliflower,kg,20,15,300,5-1-2023
Mint,pkt,40,2,80,5-1-2023
Mushroom,box,30.8,50,1540,5-1-2023
Thomson Grapes,kg,84.21,9.5,799.995,5-1-2023
Capsicum Green,kg,10,10,100,5-1-2023
Cucumber Local,kg,19,20,380,5-1-2023
Beet Root,kg,30,10,300,5-1-2023
Water Melon Red,kg,13.02,53,690.06,5-1-2023
Bottle Gourd,kg,18.67,15,280.05,5-1-2023
Pomegranate,kg,138.21,12.3,1699.983,5-1-2023
Coriander,kg,25,4,100,5-1-2023
Strawberry Fresh,box,31.25,16,500,5-1-2023
Carrot Delhi,kg,20,5,100,5-1-2023
Bhindi,kg,40,10,400,5-1-2023
Asparagus,kg,833.33,1.5,1249.995,5-1-2023
Capsicum Red,kg,211.39,19.5,4122.105,5-1-2023
Brinjal Green Long,kg,20,5,100,5-1-2023
Tomato Local,kg,18,25,450,5-1-2023
Orange Valencia,kg,110.34,14.5,1599.93,5-1-2023
Pumpkin,kg,8,10,80,5-1-2023
Ginger,kg,120,5,600,5-1-2023
Mosambi,kg,66.67,19.54,1302.7318,5-1-2023
Palak,kg,20,10,200,5-1-2023
Capsicum Yellow,kg,211.39,20,4227.8,5-1-2023
Lemon,kg,100,10,1000,5-1-2023
Tendor Coconut,pc,45,20,900,5-1-2023
Mango Safeda,kg,65,20,1300,5-1-2023
Tenchi Pear,kg,242.42,13.2,3199.944,5-1-2023
Mango Hamam,kg,288,12.5,3600,5-1-2023
Watermelon Jannat,kg,13.97,68,949.96,5-1-2023
Mango Totapuri,kg,68.18,22,1499.96,5-1-2023
Round Gourd,kg,18,10,180,5-1-2023
Kakdi,kg,40,5,200,5-1-2023
Blueberry Jumbo,box,191.67,12,2300.04,5-1-2023
Pineapple Rani,pc,100,10,1000,5-1-2023
White Petha,kg,40,17,680,5-1-2023
KAJRI MELON,kg,33.33,30,999.9,5-1-2023
Capsicum Red,kg,150,8,1200,5-2-2023
Capsicum Yellow,kg,150,1,150,5-2-2023
Cucumber White,kg,15,160,2400,5-2-2023
Amiksa Smoked Cheese,kg,1350,0.538,726.3,5-2-2023
Amiksa Fontina,kg,1125,0.404,454.5,5-2-2023
Amiksa Creamy Cheese,kg,900,2.04,2056.32,5-2-2023
Amiksa Borsalino Cheese,kg,900,2.464,2483.712,5-2-2023
Amiksa Borsalinuts,kg,1050,2.454,2576.7,5-2-2023
Amiksa Feta Cheese,kg,975,3.076,3358.992,5-2-2023
Happy Banana,kg,48,15,720,5-2-2023
Dairy Naturals Cow Milk,pkt,33.5,6,201,5-2-2023
Doozy Dahi,jar,43,6,258,5-2-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,5-2-2023
Doozy Farms Paneer,pkt,75,10,750,5-2-2023
Dairy Naturals Cow Milk,pkt,33.5,6,201,5-2-2023
Doozy Dahi,jar,43,3,129,5-2-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,5-2-2023
Doozy Farms Paneer,pkt,75,6,450,5-2-2023
Happy Banana,kg,48,15,720,5-2-2023
Sapota,kg,60,10,600,5-3-2023
Carrot,kg,31.25,8,250,5-3-2023
Amla,kg,100,3,300,5-3-2023
Green Peas,kg,70,10,700,5-3-2023
Broccoli,kg,70,10,700,5-3-2023
Ridge Gourd,kg,50,10,500,5-3-2023
Avocado,pc,109.38,16,1750.08,5-3-2023
Papaya,kg,40,20,800,5-3-2023
Apple Royal Gala,kg,200,18.5,3700,5-3-2023
Mango Kesar,kg,140,10,1400,5-3-2023
Beans French,kg,40,5,200,5-3-2023
Brinjal Black Big,kg,16.67,15,250.05,5-3-2023
Potato,kg,8.75,80,700,5-3-2023
Cauliflower,kg,23.33,15,349.95,5-3-2023
Mint,pkt,40,2,80,5-3-2023
Dragon Fruit,pc,90,20,1800,5-3-2023
Mushroom,box,30,35,1050,5-3-2023
Thomson Grapes,kg,94.74,9.5,900.03,5-3-2023
Capsicum Green,kg,13.33,12,159.96,5-3-2023
Onion,kg,16,50,800,5-3-2023
Peeled Garlic,kg,70,3,210,5-3-2023
Apple Granny Smith,kg,425,10,4250,5-3-2023
Beet Root,kg,20,5,100,5-3-2023
Sprouts Greengram,box,16,10,160,5-3-2023
Babycorn,packet,24,10,240,5-3-2023
Water Melon Red,kg,12.31,26,320.06,5-3-2023
Bottle Gourd,kg,16,5,80,5-3-2023
Kiwi Imported Zespri Green,box,166.67,6,1000.02,5-3-2023
Carrot Delhi,kg,20,10,200,5-3-2023
Bhindi,kg,40,10,400,5-3-2023
Asparagus,kg,825,2,1650,5-3-2023
Tinda,kg,60,10,600,5-3-2023
Capsicum Red,kg,195,4,780,5-3-2023
Tomato Local,kg,18,25,450,5-3-2023
